
date,open,high,low,close,Symbol
2024-01-27 19:19:00,2271.43000000,2271.44000000,2271.43000000,2271.44000000,ETH-USD
2024-01-27 19:20:00,2272.00000000,2272.00000000,2272.00000000,2272.00000000,ETH-USD
2024-01-27 19:21:00,2272.00000000,2272.00000000,2272.00000000,2272.00000000,ETH-USD
2024-01-27 19:22:00,2272.00000000,2272.00000000,2272.00000000,2272.00000000,ETH-USD
2024-01-27 19:23:00,2272.00000000,2272.00000000,2272.00000000,2272.00000000,ETH-USD
2024-01-27 19:24:00,2272.00000000,2272.00000000,2272.00000000,2272.00000000,ETH-USD
2024-01-27 19:25:00,2272.00000000,2272.00000000,2272.00000000,2272.00000000,ETH-USD
2024-01-27 19:26:00,2272.00000000,2272.00000000,2272.00000000,2272.00000000,ETH-USD
2024-01-27 19:27:00,2272.00000000,2272.00000000,2272.00000000,2272.00000000,ETH-USD
2024-01-27 19:28:00,2270.84000000,2271.05000000,2270.84000000,2271.05000000,ETH-USD
2024-01-27 19:29:00,2271.05000000,2271.05000000,2271.05000000,2271.05000000,ETH-USD
2024-01-27 19:30:00,2271.05000000,2271.05000000,2271.05000000,2271.05000000,ETH-USD
2024-01-27 19:31:00,2270.97000000,2270.97000000,2270.97000000,2270.97000000,ETH-USD
2024-01-27 19:32:00,2270.97000000,2270.97000000,2270.97000000,2270.97000000,ETH-USD
2024-01-27 19:33:00,2270.97000000,2270.97000000,2270.97000000,2270.97000000,ETH-USD
2024-01-27 19:34:00,2270.97000000,2270.97000000,2270.97000000,2270.97000000,ETH-USD
2024-01-27 19:35:00,2274.14000000,2274.82000000,2274.14000000,2274.63000000,ETH-USD
2024-01-27 19:36:00,2274.63000000,2274.63000000,2274.63000000,2274.63000000,ETH-USD
2024-01-27 19:37:00,2275.06000000,2275.33000000,2275.06000000,2275.33000000,ETH-USD
2024-01-27 19:38:00,2275.33000000,2275.33000000,2275.33000000,2275.33000000,ETH-USD
2024-01-27 19:39:00,2273.06000000,2273.06000000,2273.06000000,2273.06000000,ETH-USD
2024-01-27 19:40:00,2273.06000000,2273.06000000,2273.06000000,2273.06000000,ETH-USD
2024-01-27 19:41:00,2273.06000000,2273.06000000,2273.06000000,2273.06000000,ETH-USD
2024-01-27 19:42:00,2273.06000000,2273.06000000,2273.06000000,2273.06000000,ETH-USD
2024-01-27 19:43:00,2275.42000000,2276.21000000,2273.99000000,2273.99000000,ETH-USD
2024-01-27 19:44:00,2276.07000000,2276.07000000,2276.07000000,2276.07000000,ETH-USD
2024-01-27 19:45:00,2276.07000000,2276.07000000,2276.07000000,2276.07000000,ETH-USD
2024-01-27 19:46:00,2273.11000000,2273.11000000,2273.11000000,2273.11000000,ETH-USD
2024-01-27 19:47:00,2273.11000000,2273.11000000,2273.11000000,2273.11000000,ETH-USD
2024-01-27 19:48:00,2273.11000000,2273.11000000,2273.11000000,2273.11000000,ETH-USD
2024-01-27 19:49:00,2273.11000000,2273.11000000,2273.11000000,2273.11000000,ETH-USD
2024-01-27 19:50:00,2273.11000000,2273.11000000,2273.11000000,2273.11000000,ETH-USD
2024-01-27 19:51:00,2273.11000000,2273.11000000,2273.11000000,2273.11000000,ETH-USD
2024-01-27 19:52:00,2274.52000000,2274.52000000,2274.52000000,2274.52000000,ETH-USD
2024-01-27 19:53:00,2274.52000000,2274.52000000,2274.52000000,2274.52000000,ETH-USD
2024-01-27 19:54:00,2274.52000000,2274.52000000,2274.52000000,2274.52000000,ETH-USD
2024-01-27 19:55:00,2274.52000000,2274.52000000,2274.52000000,2274.52000000,ETH-USD
2024-01-27 19:56:00,2273.06000000,2273.06000000,2273.06000000,2273.06000000,ETH-USD
2024-01-27 19:57:00,2271.37000000,2271.37000000,2271.36000000,2271.36000000,ETH-USD
2024-01-27 19:58:00,2271.36000000,2271.36000000,2271.36000000,2271.36000000,ETH-USD
2024-01-27 19:59:00,2271.36000000,2271.36000000,2271.36000000,2271.36000000,ETH-USD
2024-01-27 20:00:00,2271.36000000,2271.36000000,2271.36000000,2271.36000000,ETH-USD
2024-01-27 20:01:00,2271.36000000,2271.36000000,2271.36000000,2271.36000000,ETH-USD
2024-01-27 20:02:00,2271.36000000,2271.36000000,2271.36000000,2271.36000000,ETH-USD
2024-01-27 20:03:00,2271.36000000,2271.36000000,2271.36000000,2271.36000000,ETH-USD
2024-01-27 20:04:00,2272.33000000,2272.33000000,2272.33000000,2272.33000000,ETH-USD
2024-01-27 20:05:00,2272.33000000,2272.33000000,2272.33000000,2272.33000000,ETH-USD
2024-01-27 20:06:00,2272.33000000,2272.33000000,2272.33000000,2272.33000000,ETH-USD
2024-01-27 20:07:00,2272.33000000,2272.33000000,2272.33000000,2272.33000000,ETH-USD
2024-01-27 20:08:00,2272.33000000,2272.33000000,2272.33000000,2272.33000000,ETH-USD
2024-01-27 20:09:00,2272.67000000,2272.67000000,2272.67000000,2272.67000000,ETH-USD
2024-01-27 20:10:00,2272.67000000,2272.67000000,2272.67000000,2272.67000000,ETH-USD
2024-01-27 20:11:00,2272.67000000,2272.67000000,2272.67000000,2272.67000000,ETH-USD
2024-01-27 20:12:00,2271.00000000,2271.00000000,2271.00000000,2271.00000000,ETH-USD
2024-01-27 20:13:00,2271.00000000,2271.00000000,2271.00000000,2271.00000000,ETH-USD
2024-01-27 20:14:00,2271.00000000,2271.00000000,2271.00000000,2271.00000000,ETH-USD
2024-01-27 20:15:00,2271.00000000,2271.00000000,2271.00000000,2271.00000000,ETH-USD
2024-01-27 20:16:00,2271.00000000,2271.00000000,2271.00000000,2271.00000000,ETH-USD
2024-01-27 20:17:00,2271.00000000,2271.00000000,2271.00000000,2271.00000000,ETH-USD
2024-01-27 20:18:00,2271.00000000,2271.00000000,2271.00000000,2271.00000000,ETH-USD
2024-01-27 20:19:00,2270.96000000,2272.51000000,2270.96000000,2272.51000000,ETH-USD
2024-01-27 20:20:00,2272.51000000,2272.51000000,2272.51000000,2272.51000000,ETH-USD
2024-01-27 20:21:00,2273.38000000,2273.38000000,2273.38000000,2273.38000000,ETH-USD
2024-01-27 20:22:00,2273.38000000,2273.38000000,2273.38000000,2273.38000000,ETH-USD
2024-01-27 20:23:00,2271.27000000,2273.38000000,2271.26000000,2273.38000000,ETH-USD
2024-01-27 20:24:00,2273.38000000,2273.38000000,2273.38000000,2273.38000000,ETH-USD
2024-01-27 20:25:00,2273.38000000,2273.38000000,2273.38000000,2273.38000000,ETH-USD
2024-01-27 20:26:00,2273.38000000,2273.38000000,2273.38000000,2273.38000000,ETH-USD
2024-01-27 20:27:00,2273.38000000,2273.38000000,2273.38000000,2273.38000000,ETH-USD
2024-01-27 20:28:00,2273.38000000,2273.38000000,2273.38000000,2273.38000000,ETH-USD
2024-01-27 20:29:00,2273.38000000,2273.38000000,2273.38000000,2273.38000000,ETH-USD
2024-01-27 20:30:00,2271.27000000,2271.27000000,2271.25000000,2271.25000000,ETH-USD
2024-01-27 20:31:00,2271.25000000,2271.25000000,2271.25000000,2271.25000000,ETH-USD
2024-01-27 20:32:00,2271.25000000,2271.25000000,2271.25000000,2271.25000000,ETH-USD
2024-01-27 20:33:00,2271.25000000,2271.25000000,2271.25000000,2271.25000000,ETH-USD
2024-01-27 20:34:00,2271.93000000,2271.95000000,2271.93000000,2271.95000000,ETH-USD
2024-01-27 20:35:00,2271.95000000,2271.95000000,2271.95000000,2271.95000000,ETH-USD
2024-01-27 20:36:00,2271.95000000,2271.95000000,2271.95000000,2271.95000000,ETH-USD
2024-01-27 20:37:00,2271.95000000,2271.95000000,2271.95000000,2271.95000000,ETH-USD
2024-01-27 20:38:00,2276.09000000,2276.10000000,2276.09000000,2276.10000000,ETH-USD
2024-01-27 20:39:00,2276.10000000,2276.10000000,2276.09000000,2276.09000000,ETH-USD
2024-01-27 20:40:00,2276.09000000,2276.09000000,2276.09000000,2276.09000000,ETH-USD
2024-01-27 20:41:00,2276.09000000,2276.09000000,2276.09000000,2276.09000000,ETH-USD
2024-01-27 20:42:00,2276.09000000,2276.09000000,2276.09000000,2276.09000000,ETH-USD
2024-01-27 20:43:00,2276.09000000,2276.09000000,2276.09000000,2276.09000000,ETH-USD
2024-01-27 20:44:00,2271.97000000,2271.97000000,2271.97000000,2271.97000000,ETH-USD
2024-01-27 20:45:00,2271.97000000,2271.97000000,2271.97000000,2271.97000000,ETH-USD
2024-01-27 20:46:00,2272.41000000,2272.41000000,2272.41000000,2272.41000000,ETH-USD
2024-01-27 20:47:00,2272.41000000,2272.41000000,2272.41000000,2272.41000000,ETH-USD
2024-01-27 20:48:00,2271.23000000,2271.23000000,2271.23000000,2271.23000000,ETH-USD
2024-01-27 20:49:00,2271.23000000,2271.23000000,2271.23000000,2271.23000000,ETH-USD
2024-01-27 20:50:00,2271.23000000,2271.23000000,2271.23000000,2271.23000000,ETH-USD
2024-01-27 20:51:00,2271.22000000,2271.22000000,2271.22000000,2271.22000000,ETH-USD
2024-01-27 20:52:00,2269.40000000,2269.40000000,2269.40000000,2269.40000000,ETH-USD
2024-01-27 20:53:00,2271.22000000,2271.22000000,2271.22000000,2271.22000000,ETH-USD
2024-01-27 20:54:00,2271.22000000,2271.22000000,2271.22000000,2271.22000000,ETH-USD
2024-01-27 20:55:00,2268.97000000,2268.97000000,2268.97000000,2268.97000000,ETH-USD
2024-01-27 20:56:00,2268.97000000,2268.97000000,2268.97000000,2268.97000000,ETH-USD
2024-01-27 20:57:00,2268.97000000,2268.97000000,2268.97000000,2268.97000000,ETH-USD
2024-01-27 20:58:00,2268.97000000,2268.97000000,2268.97000000,2268.97000000,ETH-USD
2024-01-27 20:59:00,2268.97000000,2268.97000000,2268.97000000,2268.97000000,ETH-USD
2024-01-27 21:00:00,2268.97000000,2268.97000000,2268.97000000,2268.97000000,ETH-USD
2024-01-27 21:01:00,2268.97000000,2268.97000000,2268.97000000,2268.97000000,ETH-USD
2024-01-27 21:02:00,2268.66000000,2268.66000000,2268.66000000,2268.66000000,ETH-USD
2024-01-27 21:03:00,2268.66000000,2268.66000000,2268.66000000,2268.66000000,ETH-USD
2024-01-27 21:04:00,2268.66000000,2268.66000000,2268.66000000,2268.66000000,ETH-USD
2024-01-27 21:05:00,2268.66000000,2268.66000000,2268.66000000,2268.66000000,ETH-USD
2024-01-27 21:06:00,2269.79000000,2269.79000000,2269.79000000,2269.79000000,ETH-USD
2024-01-27 21:07:00,2269.79000000,2269.79000000,2269.79000000,2269.79000000,ETH-USD
2024-01-27 21:08:00,2269.78000000,2269.78000000,2268.62000000,2268.62000000,ETH-USD
2024-01-27 21:09:00,2268.62000000,2268.62000000,2268.62000000,2268.62000000,ETH-USD
2024-01-27 21:10:00,2268.62000000,2268.62000000,2268.62000000,2268.62000000,ETH-USD
2024-01-27 21:11:00,2268.62000000,2268.62000000,2268.62000000,2268.62000000,ETH-USD
2024-01-27 21:12:00,2268.61000000,2268.61000000,2268.61000000,2268.61000000,ETH-USD
2024-01-27 21:13:00,2268.61000000,2268.61000000,2268.61000000,2268.61000000,ETH-USD
2024-01-27 21:14:00,2269.21000000,2269.21000000,2269.21000000,2269.21000000,ETH-USD
2024-01-27 21:15:00,2269.21000000,2269.21000000,2269.21000000,2269.21000000,ETH-USD
2024-01-27 21:16:00,2269.21000000,2269.21000000,2269.21000000,2269.21000000,ETH-USD
2024-01-27 21:17:00,2269.21000000,2269.21000000,2269.21000000,2269.21000000,ETH-USD
2024-01-27 21:18:00,2268.58000000,2268.59000000,2268.58000000,2268.59000000,ETH-USD
2024-01-27 21:19:00,2268.59000000,2268.59000000,2268.59000000,2268.59000000,ETH-USD
2024-01-27 21:20:00,2269.78000000,2269.78000000,2269.78000000,2269.78000000,ETH-USD
2024-01-27 21:21:00,2269.79000000,2269.79000000,2269.79000000,2269.79000000,ETH-USD
2024-01-27 21:22:00,2269.78000000,2269.79000000,2269.78000000,2269.79000000,ETH-USD
2024-01-27 21:23:00,2269.79000000,2269.79000000,2269.79000000,2269.79000000,ETH-USD
2024-01-27 21:24:00,2271.23000000,2271.38000000,2271.23000000,2271.38000000,ETH-USD
2024-01-27 21:25:00,2271.38000000,2271.38000000,2271.38000000,2271.38000000,ETH-USD
2024-01-27 21:26:00,2271.38000000,2271.38000000,2271.38000000,2271.38000000,ETH-USD
2024-01-27 21:27:00,2272.33000000,2272.33000000,2272.33000000,2272.33000000,ETH-USD
