
date,open,high,low,close,Symbol
2024-01-27 16:37:00,2273.03000000,2273.03000000,2273.03000000,2273.03000000,ETH-USD
2024-01-27 16:38:00,2269.63000000,2269.63000000,2269.62000000,2269.62000000,ETH-USD
2024-01-27 16:39:00,2269.62000000,2269.62000000,2269.62000000,2269.62000000,ETH-USD
2024-01-27 16:40:00,2269.62000000,2269.62000000,2269.62000000,2269.62000000,ETH-USD
2024-01-27 16:41:00,2269.62000000,2269.62000000,2269.62000000,2269.62000000,ETH-USD
2024-01-27 16:42:00,2269.80000000,2269.81000000,2269.80000000,2269.81000000,ETH-USD
2024-01-27 16:43:00,2269.75000000,2269.75000000,2269.75000000,2269.75000000,ETH-USD
2024-01-27 16:44:00,2269.75000000,2269.75000000,2269.75000000,2269.75000000,ETH-USD
2024-01-27 16:45:00,2270.83000000,2270.83000000,2270.83000000,2270.83000000,ETH-USD
2024-01-27 16:46:00,2270.83000000,2270.83000000,2270.83000000,2270.83000000,ETH-USD
2024-01-27 16:47:00,2270.83000000,2270.83000000,2270.83000000,2270.83000000,ETH-USD
2024-01-27 16:48:00,2266.42000000,2266.42000000,2266.42000000,2266.42000000,ETH-USD
2024-01-27 16:49:00,2266.42000000,2266.42000000,2265.63000000,2265.63000000,ETH-USD
2024-01-27 16:50:00,2267.64000000,2267.64000000,2267.08000000,2267.08000000,ETH-USD
2024-01-27 16:51:00,2266.55000000,2266.55000000,2266.55000000,2266.55000000,ETH-USD
2024-01-27 16:52:00,2266.52000000,2266.52000000,2263.87000000,2263.87000000,ETH-USD
2024-01-27 16:53:00,2263.87000000,2263.87000000,2263.87000000,2263.87000000,ETH-USD
2024-01-27 16:54:00,2263.87000000,2263.87000000,2263.87000000,2263.87000000,ETH-USD
2024-01-27 16:55:00,2263.87000000,2263.87000000,2263.87000000,2263.87000000,ETH-USD
2024-01-27 16:56:00,2265.04000000,2265.04000000,2265.04000000,2265.04000000,ETH-USD
2024-01-27 16:57:00,2265.04000000,2265.04000000,2265.04000000,2265.04000000,ETH-USD
2024-01-27 16:58:00,2265.04000000,2265.04000000,2265.04000000,2265.04000000,ETH-USD
2024-01-27 16:59:00,2265.04000000,2265.04000000,2265.04000000,2265.04000000,ETH-USD
2024-01-27 17:00:00,2263.49000000,2263.49000000,2263.49000000,2263.49000000,ETH-USD
2024-01-27 17:01:00,2263.49000000,2263.49000000,2263.49000000,2263.49000000,ETH-USD
2024-01-27 17:02:00,2263.49000000,2263.49000000,2263.49000000,2263.49000000,ETH-USD
2024-01-27 17:03:00,2263.49000000,2263.49000000,2263.49000000,2263.49000000,ETH-USD
2024-01-27 17:04:00,2265.62000000,2265.62000000,2265.62000000,2265.62000000,ETH-USD
2024-01-27 17:05:00,2265.62000000,2265.62000000,2265.62000000,2265.62000000,ETH-USD
2024-01-27 17:06:00,2265.12000000,2265.12000000,2265.12000000,2265.12000000,ETH-USD
2024-01-27 17:07:00,2265.12000000,2265.12000000,2265.12000000,2265.12000000,ETH-USD
2024-01-27 17:08:00,2263.97000000,2263.97000000,2263.97000000,2263.97000000,ETH-USD
2024-01-27 17:09:00,2263.97000000,2263.97000000,2263.97000000,2263.97000000,ETH-USD
2024-01-27 17:10:00,2263.97000000,2263.97000000,2263.97000000,2263.97000000,ETH-USD
2024-01-27 17:11:00,2265.09000000,2265.09000000,2265.09000000,2265.09000000,ETH-USD
2024-01-27 17:12:00,2265.09000000,2265.09000000,2265.09000000,2265.09000000,ETH-USD
2024-01-27 17:13:00,2265.09000000,2265.09000000,2265.09000000,2265.09000000,ETH-USD
2024-01-27 17:14:00,2265.09000000,2265.09000000,2265.09000000,2265.09000000,ETH-USD
2024-01-27 17:15:00,2265.09000000,2265.09000000,2265.09000000,2265.09000000,ETH-USD
2024-01-27 17:16:00,2265.43000000,2265.43000000,2265.43000000,2265.43000000,ETH-USD
2024-01-27 17:17:00,2265.43000000,2265.43000000,2265.43000000,2265.43000000,ETH-USD
2024-01-27 17:18:00,2265.43000000,2265.43000000,2265.43000000,2265.43000000,ETH-USD
2024-01-27 17:19:00,2263.90000000,2263.90000000,2263.89000000,2263.89000000,ETH-USD
2024-01-27 17:20:00,2263.89000000,2263.89000000,2263.89000000,2263.89000000,ETH-USD
2024-01-27 17:21:00,2263.89000000,2263.89000000,2263.89000000,2263.89000000,ETH-USD
2024-01-27 17:22:00,2263.89000000,2263.89000000,2263.89000000,2263.89000000,ETH-USD
2024-01-27 17:23:00,2264.92000000,2264.92000000,2264.92000000,2264.92000000,ETH-USD
2024-01-27 17:24:00,2264.92000000,2264.92000000,2264.92000000,2264.92000000,ETH-USD
2024-01-27 17:25:00,2264.42000000,2264.42000000,2264.41000000,2264.41000000,ETH-USD
2024-01-27 17:26:00,2266.46000000,2266.46000000,2266.46000000,2266.46000000,ETH-USD
2024-01-27 17:27:00,2266.46000000,2266.46000000,2266.46000000,2266.46000000,ETH-USD
2024-01-27 17:28:00,2265.91000000,2267.59000000,2265.91000000,2267.59000000,ETH-USD
2024-01-27 17:29:00,2267.59000000,2267.59000000,2267.59000000,2267.59000000,ETH-USD
2024-01-27 17:30:00,2267.55000000,2267.55000000,2267.55000000,2267.55000000,ETH-USD
2024-01-27 17:31:00,2267.54000000,2267.54000000,2267.52000000,2267.53000000,ETH-USD
2024-01-27 17:32:00,2267.53000000,2267.53000000,2267.53000000,2267.53000000,ETH-USD
2024-01-27 17:33:00,2267.53000000,2267.53000000,2267.53000000,2267.53000000,ETH-USD
2024-01-27 17:34:00,2267.53000000,2267.53000000,2267.53000000,2267.53000000,ETH-USD
2024-01-27 17:35:00,2267.53000000,2267.53000000,2267.53000000,2267.53000000,ETH-USD
2024-01-27 17:36:00,2267.53000000,2267.53000000,2267.53000000,2267.53000000,ETH-USD
2024-01-27 17:37:00,2266.38000000,2266.38000000,2266.38000000,2266.38000000,ETH-USD
2024-01-27 17:38:00,2266.32000000,2266.32000000,2266.32000000,2266.32000000,ETH-USD
2024-01-27 17:39:00,2266.32000000,2266.32000000,2266.32000000,2266.32000000,ETH-USD
2024-01-27 17:40:00,2266.32000000,2266.32000000,2266.32000000,2266.32000000,ETH-USD
2024-01-27 17:41:00,2266.32000000,2266.32000000,2266.32000000,2266.32000000,ETH-USD
2024-01-27 17:42:00,2266.32000000,2266.32000000,2266.32000000,2266.32000000,ETH-USD
2024-01-27 17:43:00,2266.32000000,2266.32000000,2266.32000000,2266.32000000,ETH-USD
2024-01-27 17:44:00,2266.32000000,2266.32000000,2266.32000000,2266.32000000,ETH-USD
2024-01-27 17:45:00,2266.32000000,2266.32000000,2266.32000000,2266.32000000,ETH-USD
2024-01-27 17:46:00,2266.51000000,2266.51000000,2266.51000000,2266.51000000,ETH-USD
2024-01-27 17:47:00,2266.51000000,2266.51000000,2266.51000000,2266.51000000,ETH-USD
2024-01-27 17:48:00,2266.51000000,2266.51000000,2266.51000000,2266.51000000,ETH-USD
2024-01-27 17:49:00,2266.51000000,2266.51000000,2266.51000000,2266.51000000,ETH-USD
2024-01-27 17:50:00,2266.51000000,2266.51000000,2266.51000000,2266.51000000,ETH-USD
2024-01-27 17:51:00,2267.18000000,2267.18000000,2267.18000000,2267.18000000,ETH-USD
2024-01-27 17:52:00,2267.18000000,2267.18000000,2267.18000000,2267.18000000,ETH-USD
2024-01-27 17:53:00,2267.18000000,2267.18000000,2267.18000000,2267.18000000,ETH-USD
2024-01-27 17:54:00,2267.18000000,2267.18000000,2267.18000000,2267.18000000,ETH-USD
2024-01-27 17:55:00,2267.18000000,2267.18000000,2267.18000000,2267.18000000,ETH-USD
2024-01-27 17:56:00,2267.18000000,2267.18000000,2267.18000000,2267.18000000,ETH-USD
2024-01-27 17:57:00,2267.18000000,2267.18000000,2267.18000000,2267.18000000,ETH-USD
2024-01-27 17:58:00,2267.18000000,2267.18000000,2267.18000000,2267.18000000,ETH-USD
2024-01-27 17:59:00,2264.65000000,2264.65000000,2264.65000000,2264.65000000,ETH-USD
2024-01-27 18:00:00,2266.93000000,2266.93000000,2266.93000000,2266.93000000,ETH-USD
2024-01-27 18:01:00,2266.93000000,2266.93000000,2266.93000000,2266.93000000,ETH-USD
2024-01-27 18:02:00,2266.93000000,2266.93000000,2266.93000000,2266.93000000,ETH-USD
2024-01-27 18:03:00,2266.93000000,2266.93000000,2266.93000000,2266.93000000,ETH-USD
2024-01-27 18:04:00,2266.93000000,2266.93000000,2266.93000000,2266.93000000,ETH-USD
2024-01-27 18:05:00,2266.92000000,2266.93000000,2266.92000000,2266.93000000,ETH-USD
2024-01-27 18:06:00,2266.93000000,2266.93000000,2266.93000000,2266.93000000,ETH-USD
2024-01-27 18:07:00,2266.93000000,2266.93000000,2266.93000000,2266.93000000,ETH-USD
2024-01-27 18:08:00,2266.05000000,2266.05000000,2266.05000000,2266.05000000,ETH-USD
2024-01-27 18:09:00,2266.44000000,2266.44000000,2263.38000000,2263.38000000,ETH-USD
2024-01-27 18:10:00,2268.31000000,2268.31000000,2268.31000000,2268.31000000,ETH-USD
2024-01-27 18:11:00,2266.51000000,2266.51000000,2266.51000000,2266.51000000,ETH-USD
2024-01-27 18:12:00,2266.51000000,2266.51000000,2266.51000000,2266.51000000,ETH-USD
2024-01-27 18:13:00,2266.51000000,2266.51000000,2266.51000000,2266.51000000,ETH-USD
2024-01-27 18:14:00,2266.51000000,2266.51000000,2266.51000000,2266.51000000,ETH-USD
2024-01-27 18:15:00,2268.99000000,2268.99000000,2268.99000000,2268.99000000,ETH-USD
2024-01-27 18:16:00,2268.99000000,2268.99000000,2268.99000000,2268.99000000,ETH-USD
2024-01-27 18:17:00,2268.99000000,2268.99000000,2268.99000000,2268.99000000,ETH-USD
2024-01-27 18:18:00,2268.99000000,2268.99000000,2268.99000000,2268.99000000,ETH-USD
2024-01-27 18:19:00,2268.99000000,2268.99000000,2268.99000000,2268.99000000,ETH-USD
2024-01-27 18:20:00,2267.83000000,2267.84000000,2267.83000000,2267.84000000,ETH-USD
2024-01-27 18:21:00,2267.84000000,2268.08000000,2267.84000000,2268.08000000,ETH-USD
2024-01-27 18:22:00,2266.52000000,2266.52000000,2266.52000000,2266.52000000,ETH-USD
2024-01-27 18:23:00,2268.17000000,2268.17000000,2268.17000000,2268.17000000,ETH-USD
2024-01-27 18:24:00,2268.17000000,2268.17000000,2268.17000000,2268.17000000,ETH-USD
2024-01-27 18:25:00,2268.14000000,2268.14000000,2268.14000000,2268.14000000,ETH-USD
2024-01-27 18:26:00,2268.14000000,2268.14000000,2268.14000000,2268.14000000,ETH-USD
2024-01-27 18:27:00,2268.17000000,2269.00000000,2268.16000000,2269.00000000,ETH-USD
2024-01-27 18:28:00,2269.00000000,2269.00000000,2269.00000000,2269.00000000,ETH-USD
2024-01-27 18:29:00,2269.00000000,2269.00000000,2269.00000000,2269.00000000,ETH-USD
2024-01-27 18:30:00,2269.00000000,2269.00000000,2269.00000000,2269.00000000,ETH-USD
2024-01-27 18:31:00,2269.41000000,2269.41000000,2269.41000000,2269.41000000,ETH-USD
2024-01-27 18:32:00,2269.78000000,2269.78000000,2269.78000000,2269.78000000,ETH-USD
2024-01-27 18:33:00,2267.94000000,2267.94000000,2267.94000000,2267.94000000,ETH-USD
2024-01-27 18:34:00,2268.14000000,2268.50000000,2268.14000000,2268.50000000,ETH-USD
2024-01-27 18:35:00,2268.50000000,2268.50000000,2268.50000000,2268.50000000,ETH-USD
2024-01-27 18:36:00,2267.09000000,2267.09000000,2267.07000000,2267.07000000,ETH-USD
2024-01-27 18:37:00,2267.07000000,2267.07000000,2267.07000000,2267.07000000,ETH-USD
2024-01-27 18:38:00,2267.06000000,2267.06000000,2267.06000000,2267.06000000,ETH-USD
2024-01-27 18:39:00,2267.06000000,2267.06000000,2267.06000000,2267.06000000,ETH-USD
2024-01-27 18:40:00,2267.06000000,2267.06000000,2267.06000000,2267.06000000,ETH-USD
2024-01-27 18:41:00,2267.06000000,2267.06000000,2267.06000000,2267.06000000,ETH-USD
2024-01-27 18:42:00,2267.06000000,2267.06000000,2267.06000000,2267.06000000,ETH-USD
2024-01-27 18:43:00,2267.89000000,2267.89000000,2267.89000000,2267.89000000,ETH-USD
2024-01-27 18:44:00,2267.89000000,2267.89000000,2267.89000000,2267.89000000,ETH-USD
2024-01-27 18:45:00,2267.89000000,2267.89000000,2267.89000000,2267.89000000,ETH-USD
2024-01-27 18:46:00,2267.89000000,2267.89000000,2267.89000000,2267.89000000,ETH-USD
2024-01-27 18:47:00,2266.71000000,2266.71000000,2265.38000000,2265.38000000,ETH-USD
2024-01-27 18:48:00,2265.38000000,2265.38000000,2265.38000000,2265.38000000,ETH-USD
2024-01-27 18:49:00,2265.38000000,2265.38000000,2265.38000000,2265.38000000,ETH-USD
2024-01-27 18:50:00,2265.38000000,2265.38000000,2265.38000000,2265.38000000,ETH-USD
2024-01-27 18:51:00,2264.69000000,2264.69000000,2264.69000000,2264.69000000,ETH-USD
2024-01-27 18:52:00,2264.69000000,2264.69000000,2264.69000000,2264.69000000,ETH-USD
2024-01-27 18:53:00,2264.69000000,2264.69000000,2264.69000000,2264.69000000,ETH-USD
2024-01-27 18:54:00,2265.57000000,2265.57000000,2265.57000000,2265.57000000,ETH-USD
2024-01-27 18:55:00,2265.57000000,2265.57000000,2265.57000000,2265.57000000,ETH-USD
2024-01-27 18:56:00,2264.41000000,2264.41000000,2264.41000000,2264.41000000,ETH-USD
2024-01-27 18:57:00,2264.41000000,2264.42000000,2264.41000000,2264.42000000,ETH-USD
2024-01-27 18:58:00,2264.42000000,2264.42000000,2264.42000000,2264.42000000,ETH-USD
2024-01-27 18:59:00,2264.42000000,2264.42000000,2264.42000000,2264.42000000,ETH-USD
2024-01-27 19:00:00,2263.14000000,2264.23000000,2263.14000000,2264.23000000,ETH-USD
2024-01-27 19:01:00,2266.26000000,2266.62000000,2266.26000000,2266.62000000,ETH-USD
2024-01-27 19:02:00,2266.62000000,2266.62000000,2266.62000000,2266.62000000,ETH-USD
2024-01-27 19:03:00,2266.13000000,2266.13000000,2266.13000000,2266.13000000,ETH-USD
2024-01-27 19:04:00,2266.13000000,2266.13000000,2266.13000000,2266.13000000,ETH-USD
2024-01-27 19:05:00,2266.13000000,2266.13000000,2266.13000000,2266.13000000,ETH-USD
2024-01-27 19:06:00,2266.13000000,2266.13000000,2266.13000000,2266.13000000,ETH-USD
2024-01-27 19:07:00,2267.72000000,2267.72000000,2267.72000000,2267.72000000,ETH-USD
2024-01-27 19:08:00,2269.75000000,2269.75000000,2267.28000000,2267.28000000,ETH-USD
2024-01-27 19:09:00,2267.28000000,2267.28000000,2267.28000000,2267.28000000,ETH-USD
2024-01-27 19:10:00,2267.28000000,2267.28000000,2267.28000000,2267.28000000,ETH-USD
2024-01-27 19:11:00,2268.61000000,2268.61000000,2268.61000000,2268.61000000,ETH-USD
2024-01-27 19:12:00,2268.61000000,2268.61000000,2268.61000000,2268.61000000,ETH-USD
2024-01-27 19:13:00,2268.61000000,2268.61000000,2268.61000000,2268.61000000,ETH-USD
2024-01-27 19:14:00,2268.61000000,2268.61000000,2268.61000000,2268.61000000,ETH-USD
2024-01-27 19:15:00,2268.61000000,2268.61000000,2268.61000000,2268.61000000,ETH-USD
2024-01-27 19:16:00,2268.61000000,2268.61000000,2268.61000000,2268.61000000,ETH-USD
2024-01-27 19:17:00,2271.20000000,2271.20000000,2271.20000000,2271.20000000,ETH-USD
2024-01-27 19:18:00,2271.20000000,2271.20000000,2271.20000000,2271.20000000,ETH-USD
